pop1	pop2	pop3	pop4	phase	description	usable
ITALY_T0	AFRICA_W_T0	IBERIA_T0	GREECE_T2	C_reverse	f4(ITALY_T0, Africa; IBERIA_T0, GREECE_T2) [Italy→Iberia?]	YES
ITALY_T0	AFRICA_W_T0	IBERIA_T1	LEVANT_T0	C_reverse	f4(ITALY_T0, Africa; IBERIA_T1, LEVANT_T0) [Italy→Iberia?]	YES
ITALY_T0	AFRICA_W_T0	IBERIA_T1	LEVANT_T1	C_reverse	f4(ITALY_T0, Africa; IBERIA_T1, LEVANT_T1) [Italy→Iberia?]	YES
ITALY_T0	AFRICA_W_T0	IBERIA_T1	LEVANT_T2	C_reverse	f4(ITALY_T0, Africa; IBERIA_T1, LEVANT_T2) [Italy→Iberia?]	YES
ITALY_T0	AFRICA_W_T0	IBERIA_T1	LEVANT_T3	C_reverse	f4(ITALY_T0, Africa; IBERIA_T1, LEVANT_T3) [Italy→Iberia?]	YES
ITALY_T0	AFRICA_W_T0	IBERIA_T1	EUROPE_NW_T5	C_reverse	f4(ITALY_T0, Africa; IBERIA_T1, EUROPE_NW_T5) [Italy→Iberia?]	PARTIAL
ITALY_T0	AFRICA_W_T0	IBERIA_T1	EUROPE_NW_T3	C_reverse	f4(ITALY_T0, Africa; IBERIA_T1, EUROPE_NW_T3) [Italy→Iberia?]	YES
ITALY_T0	AFRICA_W_T0	IBERIA_T1	EUROPE_NW_T4	C_reverse	f4(ITALY_T0, Africa; IBERIA_T1, EUROPE_NW_T4) [Italy→Iberia?]	YES
ITALY_T0	AFRICA_W_T0	IBERIA_T1	EUROPE_NW_T2	C_reverse	f4(ITALY_T0, Africa; IBERIA_T1, EUROPE_NW_T2) [Italy→Iberia?]	YES
ITALY_T0	AFRICA_W_T0	IBERIA_T1	EUROPE_NW_T1	C_reverse	f4(ITALY_T0, Africa; IBERIA_T1, EUROPE_NW_T1) [Italy→Iberia?]	YES
ITALY_T0	AFRICA_W_T0	IBERIA_T1	EUROPE_NW_T0	C_reverse	f4(ITALY_T0, Africa; IBERIA_T1, EUROPE_NW_T0) [Italy→Iberia?]	YES
ITALY_T0	AFRICA_W_T0	IBERIA_T1	GREECE_T0	C_reverse	f4(ITALY_T0, Africa; IBERIA_T1, GREECE_T0) [Italy→Iberia?]	PARTIAL
ITALY_T0	AFRICA_W_T0	IBERIA_T1	GREECE_T1	C_reverse	f4(ITALY_T0, Africa; IBERIA_T1, GREECE_T1) [Italy→Iberia?]	YES
ITALY_T0	AFRICA_W_T0	IBERIA_T1	GREECE_T2	C_reverse	f4(ITALY_T0, Africa; IBERIA_T1, GREECE_T2) [Italy→Iberia?]	YES
ITALY_T0	AFRICA_W_T0	IBERIA_T2	LEVANT_T0	C_reverse	f4(ITALY_T0, Africa; IBERIA_T2, LEVANT_T0) [Italy→Iberia?]	YES
ITALY_T0	AFRICA_W_T0	IBERIA_T2	LEVANT_T1	C_reverse	f4(ITALY_T0, Africa; IBERIA_T2, LEVANT_T1) [Italy→Iberia?]	YES
ITALY_T0	AFRICA_W_T0	IBERIA_T2	LEVANT_T2	C_reverse	f4(ITALY_T0, Africa; IBERIA_T2, LEVANT_T2) [Italy→Iberia?]	YES
ITALY_T0	AFRICA_W_T0	IBERIA_T2	LEVANT_T3	C_reverse	f4(ITALY_T0, Africa; IBERIA_T2, LEVANT_T3) [Italy→Iberia?]	YES
ITALY_T0	AFRICA_W_T0	IBERIA_T2	EUROPE_NW_T5	C_reverse	f4(ITALY_T0, Africa; IBERIA_T2, EUROPE_NW_T5) [Italy→Iberia?]	PARTIAL
ITALY_T0	AFRICA_W_T0	IBERIA_T2	EUROPE_NW_T3	C_reverse	f4(ITALY_T0, Africa; IBERIA_T2, EUROPE_NW_T3) [Italy→Iberia?]	YES
ITALY_T0	AFRICA_W_T0	IBERIA_T2	EUROPE_NW_T4	C_reverse	f4(ITALY_T0, Africa; IBERIA_T2, EUROPE_NW_T4) [Italy→Iberia?]	YES
ITALY_T0	AFRICA_W_T0	IBERIA_T2	EUROPE_NW_T2	C_reverse	f4(ITALY_T0, Africa; IBERIA_T2, EUROPE_NW_T2) [Italy→Iberia?]	YES
ITALY_T0	AFRICA_W_T0	IBERIA_T2	EUROPE_NW_T1	C_reverse	f4(ITALY_T0, Africa; IBERIA_T2, EUROPE_NW_T1) [Italy→Iberia?]	YES
ITALY_T0	AFRICA_W_T0	IBERIA_T2	EUROPE_NW_T0	C_reverse	f4(ITALY_T0, Africa; IBERIA_T2, EUROPE_NW_T0) [Italy→Iberia?]	YES
ITALY_T0	AFRICA_W_T0	IBERIA_T2	GREECE_T0	C_reverse	f4(ITALY_T0, Africa; IBERIA_T2, GREECE_T0) [Italy→Iberia?]	PARTIAL
ITALY_T0	AFRICA_W_T0	IBERIA_T2	GREECE_T1	C_reverse	f4(ITALY_T0, Africa; IBERIA_T2, GREECE_T1) [Italy→Iberia?]	YES
ITALY_T0	AFRICA_W_T0	IBERIA_T2	GREECE_T2	C_reverse	f4(ITALY_T0, Africa; IBERIA_T2, GREECE_T2) [Italy→Iberia?]	YES
ITALY_T0	AFRICA_W_T0	IBERIA_T3	LEVANT_T0	C_reverse	f4(ITALY_T0, Africa; IBERIA_T3, LEVANT_T0) [Italy→Iberia?]	PARTIAL
ITALY_T0	AFRICA_W_T0	IBERIA_T3	LEVANT_T1	C_reverse	f4(ITALY_T0, Africa; IBERIA_T3, LEVANT_T1) [Italy→Iberia?]	PARTIAL
ITALY_T0	AFRICA_W_T0	IBERIA_T3	LEVANT_T2	C_reverse	f4(ITALY_T0, Africa; IBERIA_T3, LEVANT_T2) [Italy→Iberia?]	PARTIAL
ITALY_T0	AFRICA_W_T0	IBERIA_T3	LEVANT_T3	C_reverse	f4(ITALY_T0, Africa; IBERIA_T3, LEVANT_T3) [Italy→Iberia?]	PARTIAL
ITALY_T0	AFRICA_W_T0	IBERIA_T3	EUROPE_NW_T5	C_reverse	f4(ITALY_T0, Africa; IBERIA_T3, EUROPE_NW_T5) [Italy→Iberia?]	PARTIAL
ITALY_T0	AFRICA_W_T0	IBERIA_T3	EUROPE_NW_T3	C_reverse	f4(ITALY_T0, Africa; IBERIA_T3, EUROPE_NW_T3) [Italy→Iberia?]	PARTIAL
ITALY_T0	AFRICA_W_T0	IBERIA_T3	EUROPE_NW_T4	C_reverse	f4(ITALY_T0, Africa; IBERIA_T3, EUROPE_NW_T4) [Italy→Iberia?]	PARTIAL
ITALY_T0	AFRICA_W_T0	IBERIA_T3	EUROPE_NW_T2	C_reverse	f4(ITALY_T0, Africa; IBERIA_T3, EUROPE_NW_T2) [Italy→Iberia?]	PARTIAL
ITALY_T0	AFRICA_W_T0	IBERIA_T3	EUROPE_NW_T1	C_reverse	f4(ITALY_T0, Africa; IBERIA_T3, EUROPE_NW_T1) [Italy→Iberia?]	PARTIAL
ITALY_T0	AFRICA_W_T0	IBERIA_T3	EUROPE_NW_T0	C_reverse	f4(ITALY_T0, Africa; IBERIA_T3, EUROPE_NW_T0) [Italy→Iberia?]	PARTIAL
ITALY_T0	AFRICA_W_T0	IBERIA_T3	GREECE_T0	C_reverse	f4(ITALY_T0, Africa; IBERIA_T3, GREECE_T0) [Italy→Iberia?]	PARTIAL
ITALY_T0	AFRICA_W_T0	IBERIA_T3	GREECE_T1	C_reverse	f4(ITALY_T0, Africa; IBERIA_T3, GREECE_T1) [Italy→Iberia?]	PARTIAL
ITALY_T0	AFRICA_W_T0	IBERIA_T3	GREECE_T2	C_reverse	f4(ITALY_T0, Africa; IBERIA_T3, GREECE_T2) [Italy→Iberia?]	PARTIAL
SICILY_T3	AFRICA_W_T0	IBERIA_T0	LEVANT_T0	C_reverse	f4(SICILY_T3, Africa; IBERIA_T0, LEVANT_T0) [Italy→Iberia?]	PARTIAL
SICILY_T3	AFRICA_W_T0	IBERIA_T0	LEVANT_T1	C_reverse	f4(SICILY_T3, Africa; IBERIA_T0, LEVANT_T1) [Italy→Iberia?]	PARTIAL
SICILY_T3	AFRICA_W_T0	IBERIA_T0	LEVANT_T2	C_reverse	f4(SICILY_T3, Africa; IBERIA_T0, LEVANT_T2) [Italy→Iberia?]	PARTIAL
SICILY_T3	AFRICA_W_T0	IBERIA_T0	LEVANT_T3	C_reverse	f4(SICILY_T3, Africa; IBERIA_T0, LEVANT_T3) [Italy→Iberia?]	PARTIAL
SICILY_T3	AFRICA_W_T0	IBERIA_T0	EUROPE_NW_T5	C_reverse	f4(SICILY_T3, Africa; IBERIA_T0, EUROPE_NW_T5) [Italy→Iberia?]	PARTIAL
SICILY_T3	AFRICA_W_T0	IBERIA_T0	EUROPE_NW_T3	C_reverse	f4(SICILY_T3, Africa; IBERIA_T0, EUROPE_NW_T3) [Italy→Iberia?]	PARTIAL
SICILY_T3	AFRICA_W_T0	IBERIA_T0	EUROPE_NW_T4	C_reverse	f4(SICILY_T3, Africa; IBERIA_T0, EUROPE_NW_T4) [Italy→Iberia?]	PARTIAL
SICILY_T3	AFRICA_W_T0	IBERIA_T0	EUROPE_NW_T2	C_reverse	f4(SICILY_T3, Africa; IBERIA_T0, EUROPE_NW_T2) [Italy→Iberia?]	PARTIAL
SICILY_T3	AFRICA_W_T0	IBERIA_T0	EUROPE_NW_T1	C_reverse	f4(SICILY_T3, Africa; IBERIA_T0, EUROPE_NW_T1) [Italy→Iberia?]	PARTIAL
SICILY_T3	AFRICA_W_T0	IBERIA_T0	EUROPE_NW_T0	C_reverse	f4(SICILY_T3, Africa; IBERIA_T0, EUROPE_NW_T0) [Italy→Iberia?]	PARTIAL
SICILY_T3	AFRICA_W_T0	IBERIA_T0	GREECE_T0	C_reverse	f4(SICILY_T3, Africa; IBERIA_T0, GREECE_T0) [Italy→Iberia?]	PARTIAL
SICILY_T3	AFRICA_W_T0	IBERIA_T0	GREECE_T1	C_reverse	f4(SICILY_T3, Africa; IBERIA_T0, GREECE_T1) [Italy→Iberia?]	PARTIAL
SICILY_T3	AFRICA_W_T0	IBERIA_T0	GREECE_T2	C_reverse	f4(SICILY_T3, Africa; IBERIA_T0, GREECE_T2) [Italy→Iberia?]	PARTIAL
SICILY_T3	AFRICA_W_T0	IBERIA_T1	LEVANT_T0	C_reverse	f4(SICILY_T3, Africa; IBERIA_T1, LEVANT_T0) [Italy→Iberia?]	PARTIAL
SICILY_T3	AFRICA_W_T0	IBERIA_T1	LEVANT_T1	C_reverse	f4(SICILY_T3, Africa; IBERIA_T1, LEVANT_T1) [Italy→Iberia?]	PARTIAL
SICILY_T3	AFRICA_W_T0	IBERIA_T1	LEVANT_T2	C_reverse	f4(SICILY_T3, Africa; IBERIA_T1, LEVANT_T2) [Italy→Iberia?]	PARTIAL
SICILY_T3	AFRICA_W_T0	IBERIA_T1	LEVANT_T3	C_reverse	f4(SICILY_T3, Africa; IBERIA_T1, LEVANT_T3) [Italy→Iberia?]	PARTIAL
SICILY_T3	AFRICA_W_T0	IBERIA_T1	EUROPE_NW_T5	C_reverse	f4(SICILY_T3, Africa; IBERIA_T1, EUROPE_NW_T5) [Italy→Iberia?]	PARTIAL
SICILY_T3	AFRICA_W_T0	IBERIA_T1	EUROPE_NW_T3	C_reverse	f4(SICILY_T3, Africa; IBERIA_T1, EUROPE_NW_T3) [Italy→Iberia?]	PARTIAL
SICILY_T3	AFRICA_W_T0	IBERIA_T1	EUROPE_NW_T4	C_reverse	f4(SICILY_T3, Africa; IBERIA_T1, EUROPE_NW_T4) [Italy→Iberia?]	PARTIAL
SICILY_T3	AFRICA_W_T0	IBERIA_T1	EUROPE_NW_T2	C_reverse	f4(SICILY_T3, Africa; IBERIA_T1, EUROPE_NW_T2) [Italy→Iberia?]	PARTIAL
SICILY_T3	AFRICA_W_T0	IBERIA_T1	EUROPE_NW_T1	C_reverse	f4(SICILY_T3, Africa; IBERIA_T1, EUROPE_NW_T1) [Italy→Iberia?]	PARTIAL
SICILY_T3	AFRICA_W_T0	IBERIA_T1	EUROPE_NW_T0	C_reverse	f4(SICILY_T3, Africa; IBERIA_T1, EUROPE_NW_T0) [Italy→Iberia?]	PARTIAL
SICILY_T3	AFRICA_W_T0	IBERIA_T1	GREECE_T0	C_reverse	f4(SICILY_T3, Africa; IBERIA_T1, GREECE_T0) [Italy→Iberia?]	PARTIAL
SICILY_T3	AFRICA_W_T0	IBERIA_T1	GREECE_T1	C_reverse	f4(SICILY_T3, Africa; IBERIA_T1, GREECE_T1) [Italy→Iberia?]	PARTIAL
SICILY_T3	AFRICA_W_T0	IBERIA_T1	GREECE_T2	C_reverse	f4(SICILY_T3, Africa; IBERIA_T1, GREECE_T2) [Italy→Iberia?]	PARTIAL
SICILY_T3	AFRICA_W_T0	IBERIA_T2	LEVANT_T0	C_reverse	f4(SICILY_T3, Africa; IBERIA_T2, LEVANT_T0) [Italy→Iberia?]	PARTIAL
SICILY_T3	AFRICA_W_T0	IBERIA_T2	LEVANT_T1	C_reverse	f4(SICILY_T3, Africa; IBERIA_T2, LEVANT_T1) [Italy→Iberia?]	PARTIAL
SICILY_T3	AFRICA_W_T0	IBERIA_T2	LEVANT_T2	C_reverse	f4(SICILY_T3, Africa; IBERIA_T2, LEVANT_T2) [Italy→Iberia?]	PARTIAL
SICILY_T3	AFRICA_W_T0	IBERIA_T2	LEVANT_T3	C_reverse	f4(SICILY_T3, Africa; IBERIA_T2, LEVANT_T3) [Italy→Iberia?]	PARTIAL
SICILY_T3	AFRICA_W_T0	IBERIA_T2	EUROPE_NW_T5	C_reverse	f4(SICILY_T3, Africa; IBERIA_T2, EUROPE_NW_T5) [Italy→Iberia?]	PARTIAL
SICILY_T3	AFRICA_W_T0	IBERIA_T2	EUROPE_NW_T3	C_reverse	f4(SICILY_T3, Africa; IBERIA_T2, EUROPE_NW_T3) [Italy→Iberia?]	PARTIAL
SICILY_T3	AFRICA_W_T0	IBERIA_T2	EUROPE_NW_T4	C_reverse	f4(SICILY_T3, Africa; IBERIA_T2, EUROPE_NW_T4) [Italy→Iberia?]	PARTIAL
SICILY_T3	AFRICA_W_T0	IBERIA_T2	EUROPE_NW_T2	C_reverse	f4(SICILY_T3, Africa; IBERIA_T2, EUROPE_NW_T2) [Italy→Iberia?]	PARTIAL
SICILY_T3	AFRICA_W_T0	IBERIA_T2	EUROPE_NW_T1	C_reverse	f4(SICILY_T3, Africa; IBERIA_T2, EUROPE_NW_T1) [Italy→Iberia?]	PARTIAL
SICILY_T3	AFRICA_W_T0	IBERIA_T2	EUROPE_NW_T0	C_reverse	f4(SICILY_T3, Africa; IBERIA_T2, EUROPE_NW_T0) [Italy→Iberia?]	PARTIAL
SICILY_T3	AFRICA_W_T0	IBERIA_T2	GREECE_T0	C_reverse	f4(SICILY_T3, Africa; IBERIA_T2, GREECE_T0) [Italy→Iberia?]	PARTIAL
SICILY_T3	AFRICA_W_T0	IBERIA_T2	GREECE_T1	C_reverse	f4(SICILY_T3, Africa; IBERIA_T2, GREECE_T1) [Italy→Iberia?]	PARTIAL
SICILY_T3	AFRICA_W_T0	IBERIA_T2	GREECE_T2	C_reverse	f4(SICILY_T3, Africa; IBERIA_T2, GREECE_T2) [Italy→Iberia?]	PARTIAL
SICILY_T3	AFRICA_W_T0	IBERIA_T3	LEVANT_T0	C_reverse	f4(SICILY_T3, Africa; IBERIA_T3, LEVANT_T0) [Italy→Iberia?]	PARTIAL
SICILY_T3	AFRICA_W_T0	IBERIA_T3	LEVANT_T1	C_reverse	f4(SICILY_T3, Africa; IBERIA_T3, LEVANT_T1) [Italy→Iberia?]	PARTIAL
SICILY_T3	AFRICA_W_T0	IBERIA_T3	LEVANT_T2	C_reverse	f4(SICILY_T3, Africa; IBERIA_T3, LEVANT_T2) [Italy→Iberia?]	PARTIAL
SICILY_T3	AFRICA_W_T0	IBERIA_T3	LEVANT_T3	C_reverse	f4(SICILY_T3, Africa; IBERIA_T3, LEVANT_T3) [Italy→Iberia?]	PARTIAL
SICILY_T3	AFRICA_W_T0	IBERIA_T3	EUROPE_NW_T5	C_reverse	f4(SICILY_T3, Africa; IBERIA_T3, EUROPE_NW_T5) [Italy→Iberia?]	PARTIAL
SICILY_T3	AFRICA_W_T0	IBERIA_T3	EUROPE_NW_T3	C_reverse	f4(SICILY_T3, Africa; IBERIA_T3, EUROPE_NW_T3) [Italy→Iberia?]	PARTIAL
SICILY_T3	AFRICA_W_T0	IBERIA_T3	EUROPE_NW_T4	C_reverse	f4(SICILY_T3, Africa; IBERIA_T3, EUROPE_NW_T4) [Italy→Iberia?]	PARTIAL
SICILY_T3	AFRICA_W_T0	IBERIA_T3	EUROPE_NW_T2	C_reverse	f4(SICILY_T3, Africa; IBERIA_T3, EUROPE_NW_T2) [Italy→Iberia?]	PARTIAL
SICILY_T3	AFRICA_W_T0	IBERIA_T3	EUROPE_NW_T1	C_reverse	f4(SICILY_T3, Africa; IBERIA_T3, EUROPE_NW_T1) [Italy→Iberia?]	PARTIAL
SICILY_T3	AFRICA_W_T0	IBERIA_T3	EUROPE_NW_T0	C_reverse	f4(SICILY_T3, Africa; IBERIA_T3, EUROPE_NW_T0) [Italy→Iberia?]	PARTIAL
SICILY_T3	AFRICA_W_T0	IBERIA_T3	GREECE_T0	C_reverse	f4(SICILY_T3, Africa; IBERIA_T3, GREECE_T0) [Italy→Iberia?]	PARTIAL
SICILY_T3	AFRICA_W_T0	IBERIA_T3	GREECE_T1	C_reverse	f4(SICILY_T3, Africa; IBERIA_T3, GREECE_T1) [Italy→Iberia?]	PARTIAL
SICILY_T3	AFRICA_W_T0	IBERIA_T3	GREECE_T2	C_reverse	f4(SICILY_T3, Africa; IBERIA_T3, GREECE_T2) [Italy→Iberia?]	PARTIAL
SICILY_T1	AFRICA_W_T0	IBERIA_T0	LEVANT_T0	C_reverse	f4(SICILY_T1, Africa; IBERIA_T0, LEVANT_T0) [Italy→Iberia?]	YES
SICILY_T1	AFRICA_W_T0	IBERIA_T0	LEVANT_T1	C_reverse	f4(SICILY_T1, Africa; IBERIA_T0, LEVANT_T1) [Italy→Iberia?]	YES
SICILY_T1	AFRICA_W_T0	IBERIA_T0	LEVANT_T2	C_reverse	f4(SICILY_T1, Africa; IBERIA_T0, LEVANT_T2) [Italy→Iberia?]	YES
SICILY_T1	AFRICA_W_T0	IBERIA_T0	LEVANT_T3	C_reverse	f4(SICILY_T1, Africa; IBERIA_T0, LEVANT_T3) [Italy→Iberia?]	YES
SICILY_T1	AFRICA_W_T0	IBERIA_T0	EUROPE_NW_T5	C_reverse	f4(SICILY_T1, Africa; IBERIA_T0, EUROPE_NW_T5) [Italy→Iberia?]	PARTIAL
SICILY_T1	AFRICA_W_T0	IBERIA_T0	EUROPE_NW_T3	C_reverse	f4(SICILY_T1, Africa; IBERIA_T0, EUROPE_NW_T3) [Italy→Iberia?]	YES
SICILY_T1	AFRICA_W_T0	IBERIA_T0	EUROPE_NW_T4	C_reverse	f4(SICILY_T1, Africa; IBERIA_T0, EUROPE_NW_T4) [Italy→Iberia?]	YES
SICILY_T1	AFRICA_W_T0	IBERIA_T0	EUROPE_NW_T2	C_reverse	f4(SICILY_T1, Africa; IBERIA_T0, EUROPE_NW_T2) [Italy→Iberia?]	YES
SICILY_T1	AFRICA_W_T0	IBERIA_T0	EUROPE_NW_T1	C_reverse	f4(SICILY_T1, Africa; IBERIA_T0, EUROPE_NW_T1) [Italy→Iberia?]	YES
SICILY_T1	AFRICA_W_T0	IBERIA_T0	EUROPE_NW_T0	C_reverse	f4(SICILY_T1, Africa; IBERIA_T0, EUROPE_NW_T0) [Italy→Iberia?]	YES
SICILY_T1	AFRICA_W_T0	IBERIA_T0	GREECE_T0	C_reverse	f4(SICILY_T1, Africa; IBERIA_T0, GREECE_T0) [Italy→Iberia?]	PARTIAL
SICILY_T1	AFRICA_W_T0	IBERIA_T0	GREECE_T1	C_reverse	f4(SICILY_T1, Africa; IBERIA_T0, GREECE_T1) [Italy→Iberia?]	YES
SICILY_T1	AFRICA_W_T0	IBERIA_T0	GREECE_T2	C_reverse	f4(SICILY_T1, Africa; IBERIA_T0, GREECE_T2) [Italy→Iberia?]	YES
SICILY_T1	AFRICA_W_T0	IBERIA_T1	LEVANT_T0	C_reverse	f4(SICILY_T1, Africa; IBERIA_T1, LEVANT_T0) [Italy→Iberia?]	YES
SICILY_T1	AFRICA_W_T0	IBERIA_T1	LEVANT_T1	C_reverse	f4(SICILY_T1, Africa; IBERIA_T1, LEVANT_T1) [Italy→Iberia?]	YES
SICILY_T1	AFRICA_W_T0	IBERIA_T1	LEVANT_T2	C_reverse	f4(SICILY_T1, Africa; IBERIA_T1, LEVANT_T2) [Italy→Iberia?]	YES
SICILY_T1	AFRICA_W_T0	IBERIA_T1	LEVANT_T3	C_reverse	f4(SICILY_T1, Africa; IBERIA_T1, LEVANT_T3) [Italy→Iberia?]	YES
SICILY_T1	AFRICA_W_T0	IBERIA_T1	EUROPE_NW_T5	C_reverse	f4(SICILY_T1, Africa; IBERIA_T1, EUROPE_NW_T5) [Italy→Iberia?]	PARTIAL
SICILY_T1	AFRICA_W_T0	IBERIA_T1	EUROPE_NW_T3	C_reverse	f4(SICILY_T1, Africa; IBERIA_T1, EUROPE_NW_T3) [Italy→Iberia?]	YES
SICILY_T1	AFRICA_W_T0	IBERIA_T1	EUROPE_NW_T4	C_reverse	f4(SICILY_T1, Africa; IBERIA_T1, EUROPE_NW_T4) [Italy→Iberia?]	YES
SICILY_T1	AFRICA_W_T0	IBERIA_T1	EUROPE_NW_T2	C_reverse	f4(SICILY_T1, Africa; IBERIA_T1, EUROPE_NW_T2) [Italy→Iberia?]	YES
SICILY_T1	AFRICA_W_T0	IBERIA_T1	EUROPE_NW_T1	C_reverse	f4(SICILY_T1, Africa; IBERIA_T1, EUROPE_NW_T1) [Italy→Iberia?]	YES
SICILY_T1	AFRICA_W_T0	IBERIA_T1	EUROPE_NW_T0	C_reverse	f4(SICILY_T1, Africa; IBERIA_T1, EUROPE_NW_T0) [Italy→Iberia?]	YES
SICILY_T1	AFRICA_W_T0	IBERIA_T1	GREECE_T0	C_reverse	f4(SICILY_T1, Africa; IBERIA_T1, GREECE_T0) [Italy→Iberia?]	PARTIAL
SICILY_T1	AFRICA_W_T0	IBERIA_T1	GREECE_T1	C_reverse	f4(SICILY_T1, Africa; IBERIA_T1, GREECE_T1) [Italy→Iberia?]	YES
SICILY_T1	AFRICA_W_T0	IBERIA_T1	GREECE_T2	C_reverse	f4(SICILY_T1, Africa; IBERIA_T1, GREECE_T2) [Italy→Iberia?]	YES
SICILY_T1	AFRICA_W_T0	IBERIA_T2	LEVANT_T0	C_reverse	f4(SICILY_T1, Africa; IBERIA_T2, LEVANT_T0) [Italy→Iberia?]	YES
SICILY_T1	AFRICA_W_T0	IBERIA_T2	LEVANT_T1	C_reverse	f4(SICILY_T1, Africa; IBERIA_T2, LEVANT_T1) [Italy→Iberia?]	YES
SICILY_T1	AFRICA_W_T0	IBERIA_T2	LEVANT_T2	C_reverse	f4(SICILY_T1, Africa; IBERIA_T2, LEVANT_T2) [Italy→Iberia?]	YES
SICILY_T1	AFRICA_W_T0	IBERIA_T2	LEVANT_T3	C_reverse	f4(SICILY_T1, Africa; IBERIA_T2, LEVANT_T3) [Italy→Iberia?]	YES
SICILY_T1	AFRICA_W_T0	IBERIA_T2	EUROPE_NW_T5	C_reverse	f4(SICILY_T1, Africa; IBERIA_T2, EUROPE_NW_T5) [Italy→Iberia?]	PARTIAL
SICILY_T1	AFRICA_W_T0	IBERIA_T2	EUROPE_NW_T3	C_reverse	f4(SICILY_T1, Africa; IBERIA_T2, EUROPE_NW_T3) [Italy→Iberia?]	YES
SICILY_T1	AFRICA_W_T0	IBERIA_T2	EUROPE_NW_T4	C_reverse	f4(SICILY_T1, Africa; IBERIA_T2, EUROPE_NW_T4) [Italy→Iberia?]	YES
SICILY_T1	AFRICA_W_T0	IBERIA_T2	EUROPE_NW_T2	C_reverse	f4(SICILY_T1, Africa; IBERIA_T2, EUROPE_NW_T2) [Italy→Iberia?]	YES
SICILY_T1	AFRICA_W_T0	IBERIA_T2	EUROPE_NW_T1	C_reverse	f4(SICILY_T1, Africa; IBERIA_T2, EUROPE_NW_T1) [Italy→Iberia?]	YES
SICILY_T1	AFRICA_W_T0	IBERIA_T2	EUROPE_NW_T0	C_reverse	f4(SICILY_T1, Africa; IBERIA_T2, EUROPE_NW_T0) [Italy→Iberia?]	YES
SICILY_T1	AFRICA_W_T0	IBERIA_T2	GREECE_T0	C_reverse	f4(SICILY_T1, Africa; IBERIA_T2, GREECE_T0) [Italy→Iberia?]	PARTIAL
SICILY_T1	AFRICA_W_T0	IBERIA_T2	GREECE_T1	C_reverse	f4(SICILY_T1, Africa; IBERIA_T2, GREECE_T1) [Italy→Iberia?]	YES
SICILY_T1	AFRICA_W_T0	IBERIA_T2	GREECE_T2	C_reverse	f4(SICILY_T1, Africa; IBERIA_T2, GREECE_T2) [Italy→Iberia?]	YES
SICILY_T1	AFRICA_W_T0	IBERIA_T3	LEVANT_T0	C_reverse	f4(SICILY_T1, Africa; IBERIA_T3, LEVANT_T0) [Italy→Iberia?]	PARTIAL
SICILY_T1	AFRICA_W_T0	IBERIA_T3	LEVANT_T1	C_reverse	f4(SICILY_T1, Africa; IBERIA_T3, LEVANT_T1) [Italy→Iberia?]	PARTIAL
SICILY_T1	AFRICA_W_T0	IBERIA_T3	LEVANT_T2	C_reverse	f4(SICILY_T1, Africa; IBERIA_T3, LEVANT_T2) [Italy→Iberia?]	PARTIAL
SICILY_T1	AFRICA_W_T0	IBERIA_T3	LEVANT_T3	C_reverse	f4(SICILY_T1, Africa; IBERIA_T3, LEVANT_T3) [Italy→Iberia?]	PARTIAL
SICILY_T1	AFRICA_W_T0	IBERIA_T3	EUROPE_NW_T5	C_reverse	f4(SICILY_T1, Africa; IBERIA_T3, EUROPE_NW_T5) [Italy→Iberia?]	PARTIAL
SICILY_T1	AFRICA_W_T0	IBERIA_T3	EUROPE_NW_T3	C_reverse	f4(SICILY_T1, Africa; IBERIA_T3, EUROPE_NW_T3) [Italy→Iberia?]	PARTIAL
SICILY_T1	AFRICA_W_T0	IBERIA_T3	EUROPE_NW_T4	C_reverse	f4(SICILY_T1, Africa; IBERIA_T3, EUROPE_NW_T4) [Italy→Iberia?]	PARTIAL
SICILY_T1	AFRICA_W_T0	IBERIA_T3	EUROPE_NW_T2	C_reverse	f4(SICILY_T1, Africa; IBERIA_T3, EUROPE_NW_T2) [Italy→Iberia?]	PARTIAL
SICILY_T1	AFRICA_W_T0	IBERIA_T3	EUROPE_NW_T1	C_reverse	f4(SICILY_T1, Africa; IBERIA_T3, EUROPE_NW_T1) [Italy→Iberia?]	PARTIAL
SICILY_T1	AFRICA_W_T0	IBERIA_T3	EUROPE_NW_T0	C_reverse	f4(SICILY_T1, Africa; IBERIA_T3, EUROPE_NW_T0) [Italy→Iberia?]	PARTIAL
SICILY_T1	AFRICA_W_T0	IBERIA_T3	GREECE_T0	C_reverse	f4(SICILY_T1, Africa; IBERIA_T3, GREECE_T0) [Italy→Iberia?]	PARTIAL
SICILY_T1	AFRICA_W_T0	IBERIA_T3	GREECE_T1	C_reverse	f4(SICILY_T1, Africa; IBERIA_T3, GREECE_T1) [Italy→Iberia?]	PARTIAL
SICILY_T1	AFRICA_W_T0	IBERIA_T3	GREECE_T2	C_reverse	f4(SICILY_T1, Africa; IBERIA_T3, GREECE_T2) [Italy→Iberia?]	PARTIAL
SICILY_T2	AFRICA_W_T0	IBERIA_T0	LEVANT_T0	C_reverse	f4(SICILY_T2, Africa; IBERIA_T0, LEVANT_T0) [Italy→Iberia?]	YES
SICILY_T2	AFRICA_W_T0	IBERIA_T0	LEVANT_T1	C_reverse	f4(SICILY_T2, Africa; IBERIA_T0, LEVANT_T1) [Italy→Iberia?]	YES
